"Material","Texto breve material","Lote","Data de lançamento","Qtd.  UM registro","Montante em MI","Tipo de movimento","Nome do usuário","Hora do registro","Data de entrada","Centro","Depósito","Item doc.material","Doc.material","Unid.prç.pedido","Referência","Centro custo","Fornecedor","Pedido","Item","Texto cab.documento","Motivo do movimento","Reserva",
"31_000000375","PARAFUSO 5513.020.01","","2026-02-27","-2","-15.98","201","310008371","23:49:37","2026-02-26","3110","1070","2","4932591823","","","3100172","","","0","","0","1397465556",
"31_000026691","BROCA MDØ10,6x10xD17,25x1,3x20x90l ALNOV","","2026-02-06","-1","-539.43","201","310004565","23:48:57","2026-02-05","3110","1070","1","4931371683","","","3100173","","","0","","0","1379675322",
"31_000026723","INSERTO ICP 106 IC908","","2026-02-28","-1","-397.76","201","310008371","23:43:26","2026-02-27","3110","1070","1","4932657963","","","3100173","","","0","","0","1395692829",
"31_000028812","SERRA CIRCULAR.285 x 2,0 x 1,7 x 32 x 60","","2026-01-25","-1","-732.28","201","310008371","23:43:05","2026-01-24","3110","1070","2","4930573857","","","3100111","","","0","","0","1370301678",
"31_000027456","INSERTO DGN 2202C IC 354","","2026-01-17","-2","-92.78","201","310008371","23:38:43","2026-01-16","3110","1070","1","4930129491","","","3100128","","","0","","0","1365839805",
"31_000010613","BRUNIDOR SINT ( MS-20 ) 3,5x7,1x29,9x1,5","","2026-02-21","-8","-443.36","201","310004565","23:34:04","2026-02-20","3110","1070","1","4932232416","","","3100162","","","0","","0","1392297810",
"31_000008851","PARAFUSO SR 14-551 P/CALÇO SVJNL-11","","2026-01-21","-1","-21.97","201","310008371","23:31:40","2026-01-20","3110","1070","3","4930329826","","","3100155","","","0","","0","1368258165",
"31_000010759","INSERTO VNMG 12T308-NF IC907","","2026-01-21","-6","-226.26","201","310008371","23:31:40","2026-01-20","3110","1070","1","4930329826","","","3100155","","","0","","0","1368258165",
"31_000027764","INSERTO GIMIY 304  IC808","","2026-01-21","-1","-40.96","201","310008371","23:31:40","2026-01-20","3110","1070","2","4930329826","","","3100155","","","0","","0","1368258165",
"31_000015192","PARAFUSO TS25   ( MITSUBISHI )","","2026-02-14","-4","-60.52","201","310004565","23:31:20","2026-02-13","3110","1070","1","4931862844","","","3100147","","","0","","0","1386122507",
"31_000021009","PARAFUSO CS350860T / 5513.020.09","","2026-02-14","-4","-78.28","201","310004565","23:31:20","2026-02-13","3110","1070","2","4931862844","","","3100147","","","0","","0","1386122507",
"31_000028274","LOGOTIPO INSIDE 2H73320 FI 006 CT","","2026-01-24","-1","-411.86","201","310008371","23:31:13","2026-01-23","3110","1070","1","4930536794","","","3100118","","","0","","0","1370062514",
"31_000027585","FRESA D3XR0.5-L15 VFHVRBD0300R05N015","","2026-01-09","-2","-472.10","201","310008371","23:26:50","2026-01-08","3110","1070","1","4929676829","","","3100474","","","0","","0","1360989671",
"31_000025284","INSERTO VBMT 160408 MP MC6015","","2026-01-16","-7","-150.92","201","310008371","23:23:42","2026-01-15","3110","1070","1","4930070620","","","3100159","","","0","","0","1365208532",
"31_000028713","INSERTO CCMT 060204E-FF2 TT010","","2026-01-16","-3","-64.89","201","310008371","23:23:42","2026-01-15","3110","1070","2","4930070620","","","3100159","","","0","","0","1365208532",
"31_000016989","INSERTO DNGA 150412 TO 1525 A66N","","2026-01-22","-3","-149.79","201","310008371","23:22:27","2026-01-21","3110","1070","1","4930402955","","","3100161","","","0","","0","1369163227",
"31_000019913","INSERTO TNGA 160408 AB 2010","","2026-01-22","-5","-206.10","201","310008371","23:22:27","2026-01-21","3110","1070","2","4930402955","","","3100161","","","0","","0","1369163227",
"31_000025811","INSERTO CNGA 120408 T7 WZ AB2010","","2026-01-22","-4","-197.28","201","310008371","23:22:27","2026-01-21","3110","1070","3","4930402955","","","3100161","","","0","","0","1369163227",
"31_000000181","MACHO MAQ. HEL. M8x1,25 260/2 OX FAB.OSG","","2026-02-12","-1","-71.98","201","310004565","23:21:15","2026-02-11","3110","1070","2","4931724024","","","3100471","","","0","","0","1383902862",
"31_000000185","MACHO MAQ. M6+0,05 DIN 371","","2026-02-12","-1","-116.86","201","310004565","23:21:15","2026-02-11","3110","1070","1","4931724024","","","3100471","","","0","","0","1383902862",
"31_000027456","INSERTO DGN 2202C IC 354","","2026-02-19","-4","-185.56","201","310004565","23:20:47","2026-02-18","3110","1070","1","4932105318","","","3100128","","","0","","0","1390710871",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-02-22","-5","-84.60","201","310004565","23:17:24","2026-02-21","3110","1070","2","4932267489","","","3100124","","","0","","0","1392615652",
"31_000028849","INSERTO TCMT16T308 MP MP3025","","2026-02-22","-4","-72.36","201","310004565","23:17:24","2026-02-21","3110","1070","3","4932267489","","","3100124","","","0","","0","1392615652",
"31_000028853","INSERTO CNMG120408 HQ PV720","","2026-02-22","-6","-114.96","201","310004565","23:17:24","2026-02-21","3110","1070","1","4932267489","","","3100124","","","0","","0","1392615652",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-01-24","-8","-100.80","201","310008371","23:16:26","2026-01-23","3110","1070","5","4930536199","","","3100172","","","0","","0","1370058696",
"31_000027591","INSERTO TNMG 160412 RS MP9015","","2026-01-24","-1","-14.54","201","310008371","23:16:26","2026-01-23","3110","1070","2","4930536199","","","3100172","","","0","","0","1370058696",
"31_000028163","INSERTO VNMG 160408 MP MC6025","","2026-01-24","-5","-107.35","201","310008371","23:16:26","2026-01-23","3110","1070","4","4930536199","","","3100172","","","0","","0","1370058696",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-24","-3","-55.77","201","310008371","23:16:26","2026-01-23","3110","1070","3","4930536199","","","3100172","","","0","","0","1370058696",
"31_000028641","INSERTO TNMG 160412N EG AC6030M","","2026-01-27","-2","-44.40","201","310004565","23:16:12","2026-01-26","3110","1070","2","4930660805","","","3100173","","","0","","0","1371882358",
"31_000029089","INSERTO VCMT 160408N-SU-AC6020M","","2026-01-27","-3","-79.11","201","310004565","23:16:12","2026-01-26","3110","1070","1","4930660805","","","3100173","","","0","","0","1371882358",
"31_000006000","INSERTO DNMG 150604-LP MC6015","","2026-01-21","-1","-28.71","201","310008371","23:13:57","2026-01-20","3110","1070","1","4930329072","","","3100133","","","0","","0","1368257767",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-01-21","-4","-43.16","201","310008371","23:13:57","2026-01-20","3110","1070","5","4930329072","","","3100133","","","0","","0","1368257767",
"31_000013245","INSERTO TNMG 160408 SA UE6105","","2026-01-21","-2","-29.14","201","310008371","23:13:57","2026-01-20","3110","1070","4","4930329072","","","3100133","","","0","","0","1368257767",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-01-21","-6","-87.18","201","310008371","23:13:57","2026-01-20","3110","1070","6","4930329072","","","3100133","","","0","","0","1368257767",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-01-21","-2","-25.20","201","310008371","23:13:57","2026-01-20","3110","1070","3","4930329072","","","3100133","","","0","","0","1368257767",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-01-21","-2","-73.44","201","310008371","23:13:57","2026-01-20","3110","1070","2","4930329072","","","3100133","","","0","","0","1368257767",
"31_000019547","INSERTO VBGW 160408S-01525 L1-B, CBN060K","","2026-02-18","-1","-253.96","201","310004565","23:12:14","2026-02-17","3110","1070","1","4932037020","","","3100136","","","0","","0","1389418568",
"31_000029088","BRUNIDOR 3,5x8,15x30 ABN60202 CHAVETA","","2026-02-13","-6","-529.68","201","310004565","23:11:34","2026-02-12","3110","1070","1","4931797036","","","3100157","","","0","","0","1361579493",
"31_000018313","FRESA FTR MD Ø11x25xD12x75L XTR 88422084","","2026-02-24","-1","-151.95","201","310008371","23:10:18","2026-02-23","3110","1070","1","4932361983","","","3100471","","","0","","0","1394690084",
"31_000006148","FRESA TOPO R216.34-10050-AK22H Ø10,0mm","","2026-02-24","-1","-181.01","201","310008371","23:08:42","2026-02-23","3110","1070","1","4932361817","","","3100471","","","0","","0","1394690084",
"31_000001268","PORTA FERRAMENTA MTJNL 2525 M-16","","2026-02-01","-1","-185.69","201","310004565","23:07:37","2026-01-31","3110","1070","1","4931041583","","","3100133","","","0","","0","1375464471",
"31_000024583","BROCA ESC. MD D4,20x14,9xD5 88424001-T3","","2026-02-18","-2","-253.22","201","310004565","23:07:36","2026-02-17","3110","1070","2","4932036696","","","3100126","","","0","","0","1389416034",
"31_000021422","INSERTO SONX 1206PER VP15TF","","2026-02-27","-10","-440.00","201","310008371","23:07:01","2026-02-26","3110","1070","1","4932589947","","","3100471","","","0","","0","1397524709",
"31_000021024","INSERTO TNGX 110308S-01020-WZ CBN010","","2026-01-30","-1","-635.70","201","310004565","23:05:14","2026-01-29","3110","1070","1","4930877684","","","3100161","","","0","","0","1374620227",
"31_000028642","BROCHA 40 BC 50/13","","2026-01-27","-1","-9506.73","201","310004565","23:04:13","2026-01-26","3110","1070","1","4930660289","","","3100461","","","0","","0","1371910638",
"31_000027193","INSERTO CCMT 060202 PF IC907","","2026-01-16","-4","-92.00","201","310008371","23:03:17","2026-01-15","3110","1070","1","4930069993","","","3100173","","","0","","0","1365206444",
"31_000028271","LOGOTIPO 008011/2019 INM. 32/54/55/73320","","2026-02-05","-1","-411.36","201","310004565","23:02:42","2026-02-04","3110","1070","1","4931293173","","","3100118","","","0","","0","1379202464",
"31_000028274","LOGOTIPO INSIDE 2H73320 FI 006 CT","","2026-02-05","-1","-411.86","201","310004565","23:02:42","2026-02-04","3110","1070","2","4931293173","","","3100118","","","0","","0","1379202464",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-01-28","-6","-64.74","201","310004565","23:01:09","2026-01-27","3110","1070","5","4930734382","","","3100133","","","0","","0","1372752824",
"31_000025402","INSERTO TNMG 160408 MP MC6015","","2026-01-28","-13","-189.67","201","310004565","23:01:09","2026-01-27","3110","1070","2","4930734382","","","3100133","","","0","","0","1372752824",
"31_000025808","INSERTO WNMG 06T304-MS US7020","","2026-01-28","-2","-21.02","201","310004565","23:01:09","2026-01-27","3110","1070","1","4930734382","","","3100133","","","0","","0","1372752824",
"31_000025924","INSERTO DNMG 130504 MT TT8125B","","2026-01-28","-2","-75.86","201","310004565","23:01:09","2026-01-27","3110","1070","3","4930734382","","","3100133","","","0","","0","1372752824",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-01-28","-1","-16.92","201","310004565","23:01:09","2026-01-27","3110","1070","4","4930734382","","","3100133","","","0","","0","1372752824",
"31_000022880","BROCA CENTRO HSS FORM A 60 A201  2,0x6,0","","2026-02-26","-1","-41.36","201","310008371","22:56:55","2026-02-25","3110","1070","1","4932511187","","","3100126","","","0","","0","1396729980",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-01-09","-2","-21.58","201","310008371","22:56:52","2026-01-08","3110","1070","1","4929675744","","","3100133","","","0","","0","1360989532",
"31_000002132-R","FRESA TOPO MD 2C Ø6x15x8 (2132-TRANSF.)","","2026-02-06","-1","0","201","310004565","22:54:36","2026-02-05","3110","1070","4","4931369014","","","3100474","","","0","","0","1379675516",
"31_000017962","FRESA T. MD. 4C. Ø10x10x52X95 88422080","","2026-02-06","-1","-164.76","201","310004565","22:54:36","2026-02-05","3110","1070","1","4931369014","","","3100474","","","0","","0","1379675516",
"31_000020415","FRESA VF-HVRB R10N0400012(MITSUBISHI)","","2026-02-06","-2","-466.16","201","310004565","22:54:36","2026-02-05","3110","1070","2","4931369014","","","3100474","","","0","","0","1379675516",
"31_000022374","FRESA VF2XLBR 0100N120S06","","2026-02-06","-2","-298.30","201","310004565","22:54:36","2026-02-05","3110","1070","3","4931369014","","","3100474","","","0","","0","1379675516",
"31_000015192","PARAFUSO TS25   ( MITSUBISHI )","","2026-02-25","-2","-30.26","201","310008371","22:54:15","2026-02-24","3110","1070","1","4932434192","","","3100124","","","0","","0","1395455875",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-02-25","-4","-67.68","201","310008371","22:54:15","2026-02-24","3110","1070","2","4932434192","","","3100124","","","0","","0","1395455875",
"31_000028853","INSERTO CNMG120408 HQ PV720","","2026-02-25","-4","-76.64","201","310008371","22:54:15","2026-02-24","3110","1070","3","4932434192","","","3100124","","","0","","0","1395455875",
"31_000018313","FRESA FTR MD Ø11x25xD12x75L XTR 88422084","","2026-01-29","-1","-151.95","201","310004565","22:53:42","2026-01-28","3110","1070","1","4930807047","","","3100474","","","0","","0","1373979668",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-01-24","-6","-64.74","201","310008371","22:52:48","2026-01-23","3110","1070","2","4930535671","","","3100129","","","0","","0","1370041827",
"31_000025808","INSERTO WNMG 06T304-MS US7020","","2026-01-24","-5","-52.55","201","310008371","22:52:48","2026-01-23","3110","1070","3","4930535671","","","3100129","","","0","","0","1370041827",
"31_000025838","INSERTO HNMG 050408-GU TT7015","","2026-01-24","-2","-78.90","201","310008371","22:52:48","2026-01-23","3110","1070","1","4930535671","","","3100129","","","0","","0","1370041827",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-01-24","-1","-16.92","201","310008371","22:52:48","2026-01-23","3110","1070","4","4930535671","","","3100129","","","0","","0","1370041827",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-24","-1","-18.59","201","310008371","22:52:48","2026-01-23","3110","1070","5","4930535671","","","3100129","","","0","","0","1370041827",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-02-04","-2","-31.04","201","310004565","22:52:12","2026-02-03","3110","1070","1","4931215267","","","3100131","","","0","","0","1378410071",
"31_000023720","INSERTO GY2M0400G040N-MM VP20RT","","2026-02-04","-2","-72.96","201","310004565","22:52:12","2026-02-03","3110","1070","2","4931215267","","","3100131","","","0","","0","1378410071",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-02-04","-3","-57.84","201","310004565","22:52:12","2026-02-03","3110","1070","3","4931215267","","","3100131","","","0","","0","1378410071",
"31_000017961","FRESA T. MD. 4C. Ø12x10xD11,48 -88422079","","2026-02-28","-1","-206.79","201","310008371","22:51:40","2026-02-27","3110","1070","2","4932656708","","","3100474","","","0","","0","1398156239",
"31_000018839","FRESA  ETM4040-10-TH Ø4,0xR1,0","","2026-02-28","-1","-832.77","201","310008371","22:51:40","2026-02-27","3110","1070","1","4932656708","","","3100474","","","0","","0","1398156239",
"31_000002831","PINO DE ACO 5313.021.02","","2026-02-05","-3","-41.67","201","310004565","22:51:26","2026-02-04","3110","1070","3","4931292455","","","3100133","","","0","","0","1379199846",
"31_000013245","INSERTO TNMG 160408 SA UE6105","","2026-02-05","-2","-29.14","201","310004565","22:51:26","2026-02-04","3110","1070","2","4931292455","","","3100133","","","0","","0","1379199846",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-02-05","-3","-43.59","201","310004565","22:51:26","2026-02-04","3110","1070","1","4931292455","","","3100133","","","0","","0","1379199846",
"31_000026723","INSERTO ICP 106 IC908","","2026-02-12","-1","-397.76","201","310004565","22:48:42","2026-02-12","3110","1070","1","4931795974","","","3100173","","","0","","0","1385306440",
"31_000027193","INSERTO CCMT 060202 PF IC907","","2026-02-11","-2","-46.00","201","310004565","22:48:42","2026-02-10","3110","1070","1","4931646513","","","3100173","","","0","","0","1383349044",
"31_000003045","INSERTO TNMG 160404-SA UE 6105","","2026-01-28","-1","-15.52","201","310004565","22:46:40","2026-01-28","3110","1070","1","4930806539","","","3100155","","","0","","0","1373979941",
"31_000023083","INSERTO TCMT 110208-LM MC7025","","2026-01-11","-10","-119.60","201","310008371","22:45:48","2026-01-10","3110","1070","2","4929768560","","","3100156","","","0","","0","1361591154",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-01-11","-10","-367.20","201","310008371","22:45:48","2026-01-10","3110","1070","1","4929768560","","","3100156","","","0","","0","1361591154",
"31_000006154","INSERTO C1603 B","","2026-01-28","-2","-135.04","201","310004565","22:45:46","2026-01-27","3110","1070","2","4930733629","","","3100172","","","0","","0","1372729824",
"31_000016858","INSERTO ICP 084  IC908","","2026-01-28","-1","-174.74","201","310004565","22:45:46","2026-01-27","3110","1070","1","4930733629","","","3100172","","","0","","0","1372729824",
"31_000024800","INSERTO CCMT 09T308-CM T515","","2026-02-11","-4","-98.84","201","310004565","22:44:32","2026-02-10","3110","1070","6","4931646245","","","3100147","","","0","","0","1383348890",
"31_000028678","INSERTO CNMG120412GZ AC420K","","2026-02-11","-1","-21.02","201","310004565","22:44:32","2026-02-10","3110","1070","5","4931646245","","","3100147","","","0","","0","1383348890",
"31_000028680","INSERTO DCMT11T308-CM T5115","","2026-02-11","-4","-98.56","201","310004565","22:44:32","2026-02-10","3110","1070","2","4931646245","","","3100147","","","0","","0","1383348890",
"31_000028688","INSERTO WDXT094008-G ACK300　","","2026-02-11","-3","-97.08","201","310004565","22:44:32","2026-02-10","3110","1070","3","4931646245","","","3100147","","","0","","0","1383348890",
"31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","","2026-02-11","-4","-93.20","201","310004565","22:44:32","2026-02-10","3110","1070","1","4931646245","","","3100147","","","0","","0","1383348890",
"31_000028741","INSERTO CCMT 060208-PSS AH725","","2026-02-11","-2","-39.22","201","310004565","22:44:32","2026-02-10","3110","1070","4","4931646245","","","3100147","","","0","","0","1383348890",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-01-20","-2","-29.06","201","310008371","22:43:42","2026-01-19","3110","1070","2","4930255144","","","3100172","","","0","","0","1367501187",
"31_000022920","INSERTO CCMT 09T308 MM MC7025","","2026-01-20","-4","-50.40","201","310008371","22:43:42","2026-01-19","3110","1070","3","4930255144","","","3100172","","","0","","0","1367501187",
"31_000027591","INSERTO TNMG 160412 RS MP9015","","2026-01-20","-2","-29.08","201","310008371","22:43:42","2026-01-19","3110","1070","1","4930255144","","","3100172","","","0","","0","1367501187",
"31_000028163","INSERTO VNMG 160408 MP MC6025","","2026-01-20","-1","-21.47","201","310008371","22:43:42","2026-01-19","3110","1070","4","4930255144","","","3100172","","","0","","0","1367501187",
"31_000027193","INSERTO CCMT 060202 PF IC907","","2026-02-19","-4","-92.00","201","310004565","22:43:16","2026-02-18","3110","1070","2","4932103679","","","3100173","","","0","","0","1390455699",
"31_000028641","INSERTO TNMG 160412N EG AC6030M","","2026-02-19","-7","-155.40","201","310004565","22:43:16","2026-02-18","3110","1070","1","4932103679","","","3100173","","","0","","0","1390455699",
"31_000012419","LIMA ROTATIVA  SKM 0613 3S Z3P","","2026-02-03","-1","-94.48","201","310004565","22:41:45","2026-02-02","3110","1070","5","4931139500","","","3100148","","","0","","0","1377289123",
"31_000025636","INSERTO SOMX 084005-UM MC5020","","2026-02-03","-6","-94.68","201","310004565","22:41:45","2026-02-02","3110","1070","3","4931139500","","","3100148","","","0","","0","1377289123",
"31_000027764","INSERTO GIMIY 304  IC808","","2026-02-03","-10","-409.60","201","310004565","22:41:45","2026-02-02","3110","1070","1","4931139500","","","3100148","","","0","","0","1377289123",
"31_000028648","INSERTO GY2M0635J318N-BM MY5015","","2026-02-03","-3","-157.50","201","310004565","22:41:45","2026-02-02","3110","1070","2","4931139500","","","3100148","","","0","","0","1377289123",
"31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","","2026-02-03","-8","-186.40","201","310004565","22:41:45","2026-02-02","3110","1070","4","4931139500","","","3100148","","","0","","0","1377289123",
"31_000024650","PINÇA PARA A PÇ  4H70920 FI-002-S4","","2026-01-31","-1","-1096.92","201","310004565","22:40:15","2026-01-30","3110","1070","1","4931002931","","","3100129","","","0","","0","1375147121",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-22","-5","-92.95","201","310008371","22:39:20","2026-01-21","3110","1070","1","4930400970","","","3100129","","","0","","0","1369129951",
"31_000027586","FRESA D2XR0.5-L15 VFHVRBD0200R05N015","","2026-01-15","-1","-261.88","201","310008371","22:39:16","2026-01-14","3110","1070","1","4930000203","","","3100474","","","0","","0","1364361808",
"31_000029073","INSERTO GY2M0600J080N-MS VP20RT","","2026-01-07","-5","-260.90","201","310008371","22:38:57","2026-01-06","3110","1070","1","4929533603","","","3100131","","","0","","0","1359968194",
"31_000010492","SERRA CIRCULAR. 285 x 2,0 x 32 80Z","","2026-02-18","-1","-786.01","201","310004565","22:37:52","2026-02-17","3110","1070","1","4932035347","","","3100111","","","0","","0","1389396076",
"31_000029089","INSERTO VCMT 160408N-SU-AC6020M","","2026-02-04","-10","-263.70","201","310004565","22:37:25","2026-02-03","3110","1070","1","4931214686","","","3100159","","","0","","0","1378411670",
"31_000017961","FRESA T. MD. 4C. Ø12x10xD11,48 -88422079","","2026-02-27","-1","-206.79","201","310008371","22:37:22","2026-02-26","3110","1070","1","4932588337","","","3100474","","","0","","0","1397524511",
"31_000020415","FRESA VF-HVRB R10N0400012(MITSUBISHI)","","2026-02-27","-1","-233.08","201","310008371","22:37:22","2026-02-26","3110","1070","2","4932588337","","","3100474","","","0","","0","1397524511",
"31_000010492","SERRA CIRCULAR. 285 x 2,0 x 32 80Z","","2026-02-27","-1","-786.01","201","310008371","22:36:59","2026-02-26","3110","1070","1","4932588336","","","3100111","","","0","","0","1397487461",
"31_000024806","INSERTO DCMT 11T308-HQ PV 720","","2026-02-01","-4","-111.96","201","310004565","22:36:54","2026-01-31","3110","1070","1","4931041352","","","3100172","","","0","","0","1375147318",
"31_000005432","FRESA TOPO ESF. Ø6x12x6x50L (23160600)","","2026-02-10","-1","-64.26","201","310004565","22:34:43","2026-02-09","3110","1070","2","4931569409","","","3100474","","","0","","0","1382415397",
"31_000006147-R","FRESA FTR MD4C Ø8x25xD8(6147-TRANSF.)","","2026-02-10","-1","0","201","310004565","22:34:43","2026-02-09","3110","1070","1","4931569409","","","3100474","","","0","","0","1382415397",
"31_000017961","FRESA T. MD. 4C. Ø12x10xD11,48 -88422079","","2026-02-10","-2","-413.58","201","310004565","22:34:43","2026-02-09","3110","1070","3","4931569409","","","3100474","","","0","","0","1382415397",
"31_000017962","FRESA T. MD. 4C. Ø10x10x52X95 88422080","","2026-02-10","-1","-164.76","201","310004565","22:34:43","2026-02-09","3110","1070","4","4931569409","","","3100474","","","0","","0","1382415397",
"31_000006000","INSERTO DNMG 150604-LP MC6015","","2026-02-10","-2","-57.42","201","310004565","22:34:16","2026-02-09","3110","1070","1","4931569406","","","3100133","","","0","","0","1382330061",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-02-10","-3","-32.37","201","310004565","22:34:16","2026-02-09","3110","1070","2","4931569406","","","3100133","","","0","","0","1382330061",
"31_000012246","INSERTO GRIP 5025Y IC908  ISCAR","","2026-02-10","-2","-124.62","201","310004565","22:34:16","2026-02-09","3110","1070","6","4931569406","","","3100133","","","0","","0","1382330061",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-02-10","-1","-14.53","201","310004565","22:34:16","2026-02-09","3110","1070","4","4931569406","","","3100133","","","0","","0","1382330061",
"31_000023009","INSERTO VBMT 160404-UE 6110","","2026-02-10","-4","-92.84","201","310004565","22:34:16","2026-02-09","3110","1070","5","4931569406","","","3100133","","","0","","0","1382330061",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-02-10","-2","-73.44","201","310004565","22:34:16","2026-02-09","3110","1070","3","4931569406","","","3100133","","","0","","0","1382330061",
"31_000028816","INSERTO CCMT 060204 SM IC907","","2026-01-28","-6","-122.76","201","310004565","22:32:35","2026-01-27","3110","1070","2","4930733030","","","3100142","","","0","","0","1372751149",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-28","-6","-115.68","201","310004565","22:32:35","2026-01-27","3110","1070","1","4930733030","","","3100142","","","0","","0","1372751149",
"31_000018227","LIXA FITA R.986 GRAO 60 MED.1900x50","","2026-01-15","-8","-170.24","201","310008371","22:31:33","2026-01-14","3110","1070","1","4929999870","","","3100135","","","0","","0","1364361770",
"31_000000185","MACHO MAQ. M6+0,05 DIN 371","","2026-02-08","-2","-233.72","201","310004565","22:31:29","2026-02-07","3110","1070","1","4931472400","","","3100135","","","0","","0","1380748035",
"31_000028554","INSERTO CCGW 060208 NU BN2000","","2026-01-17","-1","-105.09","201","310008371","22:30:43","2026-01-16","3110","1070","1","4930128061","","","3100161","","","0","","0","1365837645",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-16","-10","-155.20","201","310008371","22:30:23","2026-01-16","3110","1070","2","4930128060","","","3100159","","","0","","0","1365831161",
"31_000023083","INSERTO TCMT 110208-LM MC7025","","2026-01-16","-5","-59.80","201","310008371","22:30:23","2026-01-16","3110","1070","1","4930128060","","","3100159","","","0","","0","1365831161",
"31_000023736","INSERTO WNMG 080408-MA MC6015","","2026-02-11","-4","-83.44","201","310004565","22:30:20","2026-02-10","3110","1070","1","4931645306","","","3100127","","","0","","0","1383348881",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-02-11","-5","-84.60","201","310004565","22:30:20","2026-02-10","3110","1070","2","4931645306","","","3100127","","","0","","0","1383348881",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-02-11","-4","-77.12","201","310004565","22:30:20","2026-02-10","3110","1070","3","4931645306","","","3100127","","","0","","0","1383348881",
"31_000024583","BROCA ESC. MD D4,20x14,9xD5 88424001-T3","","2026-02-06","-2","-253.22","201","310004565","22:28:19","2026-02-06","3110","1070","1","4931433538","","","3100126","","","0","","0","1380504119",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-13","-2","-31.04","201","310008371","22:27:44","2026-01-12","3110","1070","1","4929857593","","","3100128","","","0","","0","1363174749",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-23","-7","-108.64","201","310008371","22:27:39","2026-01-22","3110","1070","3","4930472179","","","3100133","","","0","","0","1369611017",
"31_000023720","INSERTO GY2M0400G040N-MM VP20RT","","2026-01-23","-10","-364.80","201","310008371","22:27:39","2026-01-22","3110","1070","2","4930472179","","","3100133","","","0","","0","1369611017",
"31_000028142","INSERTO CCMT 09T304-LS MP 9015","","2026-01-23","-5","-60.40","201","310008371","22:27:39","2026-01-22","3110","1070","1","4930472179","","","3100133","","","0","","0","1369611017",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-23","-8","-154.24","201","310008371","22:27:39","2026-01-22","3110","1070","5","4930472179","","","3100133","","","0","","0","1369611017",
"31_000029073","INSERTO GY2M0600J080N-MS VP20RT","","2026-01-23","-3","-156.54","201","310008371","22:27:39","2026-01-22","3110","1070","4","4930472179","","","3100133","","","0","","0","1369611017",
"31_000025814","BROCA MD ESC. Ø8,75x21xØ12x145(U1603554A","","2026-01-12","1","350.90","202","310008371","22:27:20","2026-01-12","3110","1070","1","4929857590","","","3100148","","","0","","0","1363170127",
"31_000025814-R","BROCA MD ESC. Ø8,75 (25814-AFIADA) MENOR","","2026-01-13","-1","0","201","310008371","22:26:37","2026-01-12","3110","1070","1","4929857307","","","3100148","","","0","","0","0",
"31_000026691","BROCA MDØ10,6x10xD17,25x1,3x20x90l ALNOV","","2026-01-27","-1","-539.43","201","310004565","22:26:13","2026-01-26","3110","1070","1","4930658468","","","3100173","","","0","","0","1371882356",
"31_000024892","PORTA FER S16K SCLCR-09 09151855 2A02750","","2026-01-27","-1","-275.22","201","310004565","22:24:56","2026-01-27","3110","1070","1","4930732686","","","3100142","","","0","","0","1372716659",
"31_000005305","INSERTO VCMT 160408-SM IC907 - ISCAR","","2026-02-05","-10","-399.50","201","310004565","22:24:39","2026-02-04","3110","1070","1","4931291130","","","3100155","","","0","","0","1378851036",
"31_000006000","INSERTO DNMG 150604-LP MC6015","","2026-02-03","-3","-86.13","201","310004565","22:24:34","2026-02-02","3110","1070","6","4931138813","","","3100133","","","0","","0","1377670593",
