"Material","Texto breve material","Lote","Data de lançamento","Qtd.  UM registro","Montante em MI","Tipo de movimento","Nome do usuário","Hora do registro","Data de entrada","Centro","Depósito","Item doc.material","Doc.material","Unid.prç.pedido","Referência","Centro custo","Fornecedor","Pedido","Item","Texto cab.documento","Motivo do movimento","Reserva",
"31_000025541-R","BROCA MD Ø 14,1X65XD14 (25541-AFIADA)","","2026-02-10","-6","0","201","310004188","19:11:48","2026-02-10","3110","1070","1","4931634088","","","3100113","","","0","","0","0",
"31_000009051","ALAVANCA LLCL 13S","","2026-01-22","-1","-20.05","201","310004188","19:11:43","2026-01-22","3110","1070","7","4930462172","","","3100129","","","0","","0","1369592867",
"31_000015192","PARAFUSO TS25   ( MITSUBISHI )","","2026-01-22","-1","-15.13","201","310004188","19:11:43","2026-01-22","3110","1070","6","4930462172","","","3100129","","","0","","0","1369592867",
"31_000015193","CHAVE TORX  TKY08F","","2026-01-22","-2","-33.24","201","310004188","19:11:43","2026-01-22","3110","1070","5","4930462172","","","3100129","","","0","","0","1369592867",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-22","-4","-74.36","201","310004188","19:11:43","2026-01-22","3110","1070","4","4930462172","","","3100129","","","0","","0","1369592867",
"31_000000346","DISCO DE CORTE 230X2X32MM SK6AA","","2026-02-11","-35","-508.90","201","310004188","19:11:35","2026-02-11","3110","1070","5","4931709109","","","3100438","","","0","","0","1383872967",
"31_000000502","LIXA DISCO DIAM.200MM G-220 PAC C/10UN","","2026-02-11","-1","-25.76","201","310004188","19:11:35","2026-02-11","3110","1070","1","4931709109","","","3100438","","","0","","0","1383872967",
"31_000000503","LIXA DISCO DIAM.200MM G-320 PAC. C/10UN","","2026-02-11","-1","-17.66","201","310004188","19:11:35","2026-02-11","3110","1070","2","4931709109","","","3100438","","","0","","0","1383872967",
"31_000000504","LIXA DISCO DIAM.200MM G-400 PAC. C/10UN","","2026-02-11","-1","-17.64","201","310004188","19:11:35","2026-02-11","3110","1070","3","4931709109","","","3100438","","","0","","0","1383872967",
"31_000000505","LIXA DISCO DIAM.200MM G-600 PAC. C/10UN","","2026-02-11","-1","-20.27","201","310004188","19:11:35","2026-02-11","3110","1070","4","4931709109","","","3100438","","","0","","0","1383872967",
"31_000027975","INSERTO WNMG 080408 MW UC5105","","2026-01-31","-3","-62.40","201","310004188","19:11:32","2026-01-31","3110","1070","5","4931037453","","","3100148","","","0","","0","1375451161",
"31_000028264","INSERTO TNMG 160408 PQ CCX","","2026-01-31","-2","-40.02","201","310004188","19:11:32","2026-01-31","3110","1070","3","4931037453","","","3100148","","","0","","0","1375451161",
"31_000028662","INSERTO WNMG080408PQ PV710","","2026-01-31","-2","-40.14","201","310004188","19:11:32","2026-01-31","3110","1070","4","4931037453","","","3100148","","","0","","0","1375451161",
"31_000028685","INSERTO TPMT110308PS GT9530","","2026-01-31","-10","-202.80","201","310004188","19:11:32","2026-01-31","3110","1070","2","4931037453","","","3100148","","","0","","0","1375451161",
"31_000028722","INSERTO TPGB 110308 PV7005","","2026-01-31","-2","-64.84","201","310004188","19:11:32","2026-01-31","3110","1070","1","4931037453","","","3100148","","","0","","0","1375451161",
"31_000026691","BROCA MDØ10,6x10xD17,25x1,3x20x90l ALNOV","","2026-02-05","-1","-539.43","201","310004188","19:10:39","2026-02-05","3110","1070","2","4931357273","","","3100173","","","0","","0","1379636935",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-01-08","-4","-67.68","201","310004188","19:10:27","2026-01-08","3110","1070","2","4929663730","","","3100124","","","0","","0","1360969347",
"31_000028849","INSERTO TCMT16T308 MP MP3025","","2026-01-08","-3","-54.27","201","310004188","19:10:27","2026-01-08","3110","1070","1","4929663730","","","3100124","","","0","","0","1360969347",
"31_000028853","INSERTO CNMG120408 HQ PV720","","2026-01-08","-3","-57.48","201","310004188","19:10:27","2026-01-08","3110","1070","3","4929663730","","","3100124","","","0","","0","1360969347",
"31_000006112","INSERTO PENTA 24N247 JO20 IC908","","2026-01-06","-2","-296.20","201","310004188","19:10:17","2026-01-06","3110","1070","1","4929522247","","","3100157","","","0","","0","1359816965",
"31_000012717","INSERTO TCMT 110204-SM IC908","","2026-01-06","-1","-21.97","201","310004188","19:10:17","2026-01-06","3110","1070","2","4929522247","","","3100157","","","0","","0","1359816965",
"31_000018867","INSERTO SOMX 070305-DT IC808","","2026-01-06","-7","-352.45","201","310004188","19:10:17","2026-01-06","3110","1070","3","4929522247","","","3100157","","","0","","0","1359816965",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-01-06","-6","-220.32","201","310004188","19:10:17","2026-01-06","3110","1070","4","4929522247","","","3100157","","","0","","0","1359816965",
"31_000024800","INSERTO CCMT 09T308-CM T515","","2026-02-04","-3","-74.13","201","310004188","19:09:56","2026-02-04","3110","1070","3","4931279790","","","3100147","","","0","","0","1378969595",
"31_000028680","INSERTO DCMT11T308-CM T5115","","2026-02-04","-1","-24.64","201","310004188","19:09:56","2026-02-04","3110","1070","5","4931279790","","","3100147","","","0","","0","1378969595",
"31_000028688","INSERTO WDXT094008-G ACK300　","","2026-02-04","-2","-64.72","201","310004188","19:09:56","2026-02-04","3110","1070","2","4931279790","","","3100147","","","0","","0","1378969595",
"31_000028728","INSERTO WNMA 080412 AC4015K SUMITOMO","","2026-02-04","-6","-139.80","201","310004188","19:09:56","2026-02-04","3110","1070","1","4931279790","","","3100147","","","0","","0","1378969595",
"31_000028741","INSERTO CCMT 060208-PSS AH725","","2026-02-04","-2","-39.22","201","310004188","19:09:56","2026-02-04","3110","1070","4","4931279790","","","3100147","","","0","","0","1378969595",
"31_000012717","INSERTO TCMT 110204-SM IC908","","2026-01-09","-10","-219.70","201","310004188","19:09:33","2026-01-09","3110","1070","2","4929729825","","","3100126","","","0","","0","1361368644",
"31_000023054","INSERTO CCMT 09T304-MM MC7025","","2026-01-09","-10","-119.80","201","310004188","19:09:33","2026-01-09","3110","1070","1","4929729825","","","3100126","","","0","","0","1361368644",
"31_000012247","INSERTO CCMT 060208  UE6110","","2026-02-12","-6","-59.46","201","310004188","19:09:20","2026-02-12","3110","1070","3","4931784148","","","3100129","","","0","","0","1385271590",
"31_000024937","INSERTO TNMG 130412-MT TT8125","","2026-02-12","-7","-159.95","201","310004188","19:09:20","2026-02-12","3110","1070","2","4931784148","","","3100129","","","0","","0","1385271590",
"31_000025838","INSERTO HNMG 050408-GU TT7015","","2026-02-12","-1","-39.45","201","310004188","19:09:20","2026-02-12","3110","1070","1","4931784148","","","3100129","","","0","","0","1385271590",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-02-12","-5","-84.60","201","310004188","19:09:20","2026-02-12","3110","1070","4","4931784148","","","3100129","","","0","","0","1385271590",
"31_000023009","INSERTO VBMT 160404-UE 6110","","2026-02-21","-10","-232.10","201","310004188","19:08:27","2026-02-21","3110","1070","1","4932262393","","","3100133","","","0","","0","1392605345",
"31_000012246","INSERTO GRIP 5025Y IC908  ISCAR","","2026-01-06","-5","-311.55","201","310004188","19:07:46","2026-01-06","3110","1070","1","4929522072","","","3100133","","","0","","0","1359823006",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-01-06","-2","-29.06","201","310004188","19:07:46","2026-01-06","3110","1070","3","4929522072","","","3100133","","","0","","0","1359823006",
"31_000023009","INSERTO VBMT 160404-UE 6110","","2026-01-06","-5","-116.05","201","310004188","19:07:46","2026-01-06","3110","1070","2","4929522072","","","3100133","","","0","","0","1359823006",
"31_000015192","PARAFUSO TS25   ( MITSUBISHI )","","2026-02-03","-2","-30.26","201","310004188","19:06:53","2026-02-03","3110","1070","3","4931203263","","","3100159","","","0","","0","1378273210",
"31_000015193","CHAVE TORX  TKY08F","","2026-02-03","-1","-16.62","201","310004188","19:06:53","2026-02-03","3110","1070","1","4931203263","","","3100159","","","0","","0","1378273210",
"31_000028713","INSERTO CCMT 060204E-FF2 TT010","","2026-02-03","-10","-216.30","201","310004188","19:06:53","2026-02-03","3110","1070","2","4931203263","","","3100159","","","0","","0","1378273210",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-02-28","-4","-43.16","201","310004188","19:06:51","2026-02-28","3110","1070","1","4932689560","","","3100129","","","0","","0","1398510772",
"31_000009799","INSERTO TNMG 160412-GH MC5125","","2026-02-28","-1","-13.80","201","310004188","19:06:51","2026-02-28","3110","1070","3","4932689560","","","3100129","","","0","","0","1398510772",
"31_000025808","INSERTO WNMG 06T304-MS US7020","","2026-02-28","-1","-10.51","201","310004188","19:06:51","2026-02-28","3110","1070","2","4932689560","","","3100129","","","0","","0","1398510772",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-02-28","-1","-16.92","201","310004188","19:06:51","2026-02-28","3110","1070","4","4932689560","","","3100129","","","0","","0","1398510772",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-02-20","-4","-62.08","201","310004188","19:06:05","2026-02-20","3110","1070","1","4932226065","","","3100131","","","0","","0","1392280661",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-02-20","-3","-110.16","201","310004188","19:06:05","2026-02-20","3110","1070","6","4932226065","","","3100131","","","0","","0","1392280661",
"31_000027604","INSERTO TCD 114 P TT 9080 Ø 11,4","","2026-02-20","-2","-436.94","201","310004188","19:06:05","2026-02-20","3110","1070","5","4932226065","","","3100131","","","0","","0","1392280661",
"31_000028142","INSERTO CCMT 09T304-LS MP 9015","","2026-02-20","-5","-60.40","201","310004188","19:06:05","2026-02-20","3110","1070","3","4932226065","","","3100131","","","0","","0","1392280661",
"31_000028713","INSERTO CCMT 060204E-FF2 TT010","","2026-02-20","-6","-129.78","201","310004188","19:06:05","2026-02-20","3110","1070","4","4932226065","","","3100131","","","0","","0","1392280661",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-02-20","-8","-154.24","201","310004188","19:06:05","2026-02-20","3110","1070","2","4932226065","","","3100131","","","0","","0","1392280661",
"31_000025460","BROCA MD Ø 12,5X45XD12X90L FUT TOP","","2026-02-03","-2","-435.38","201","310004188","19:05:35","2026-02-03","3110","1070","1","4931203154","","","3100129","","","0","","0","1378278999",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-02-12","-10","-192.80","201","310004188","19:05:23","2026-02-12","3110","1070","1","4931783989","","","3100152","","","0","","0","1385269119",
"31_000027975","INSERTO WNMG 080408 MW UC5105","","2026-01-09","-3","-62.40","201","310004188","19:04:37","2026-01-09","3110","1070","3","4929729638","","","3100148","","","0","","0","1361368650",
"31_000028264","INSERTO TNMG 160408 PQ CCX","","2026-01-09","-4","-80.04","201","310004188","19:04:37","2026-01-09","3110","1070","2","4929729638","","","3100148","","","0","","0","1361368650",
"31_000028662","INSERTO WNMG080408PQ PV710","","2026-01-09","-4","-80.28","201","310004188","19:04:37","2026-01-09","3110","1070","1","4929729638","","","3100148","","","0","","0","1361368650",
"31_000028685","INSERTO TPMT110308PS GT9530","","2026-01-09","-10","-202.80","201","310004188","19:04:37","2026-01-09","3110","1070","5","4929729638","","","3100148","","","0","","0","1361368650",
"31_000028722","INSERTO TPGB 110308 PV7005","","2026-01-09","-2","-64.84","201","310004188","19:04:37","2026-01-09","3110","1070","4","4929729638","","","3100148","","","0","","0","1361368650",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-01-02","-2","-29.06","201","310004565","19:04:35","2026-01-02","3110","1070","2","4929352472","","","3100141","","","0","","0","1358429932",
"31_000023083","INSERTO TCMT 110208-LM MC7025","","2026-01-02","-5","-59.80","201","310004565","19:04:35","2026-01-02","3110","1070","1","4929352472","","","3100141","","","0","","0","1358429932",
"31_000025918","CHAVE TORX TORQUIMETRO 5680.100.03 T8","","2026-01-02","-1","-404.53","201","310004565","19:04:35","2026-01-02","3110","1070","3","4929352472","","","3100141","","","0","","0","1358429932",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-01-05","-3","-32.37","201","310004188","19:04:17","2026-01-05","3110","1070","2","4929452372","","","3100129","","","0","","0","1359255324",
"31_000025808","INSERTO WNMG 06T304-MS US7020","","2026-01-05","-1","-10.51","201","310004188","19:04:17","2026-01-05","3110","1070","3","4929452372","","","3100129","","","0","","0","1359255324",
"31_000025838","INSERTO HNMG 050408-GU TT7015","","2026-01-05","-1","-39.45","201","310004188","19:04:17","2026-01-05","3110","1070","1","4929452372","","","3100129","","","0","","0","1359255324",
"31_000029074","INSERTO TNMG 160412-RK MC5115","","2026-01-05","-1","-18.59","201","310004188","19:04:17","2026-01-05","3110","1070","4","4929452372","","","3100129","","","0","","0","1359255324",
"31_000006112","INSERTO PENTA 24N247 JO20 IC908","","2026-02-23","-8","-1184.80","201","310004188","19:04:12","2026-02-23","3110","1070","1","4932349266","","","3100157","","","0","","0","1394205152",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-02-23","-6","-220.32","201","310004188","19:04:12","2026-02-23","3110","1070","2","4932349266","","","3100157","","","0","","0","1394205152",
"31_000012717","INSERTO TCMT 110204-SM IC908","","2026-02-03","-2","-43.94","201","310004188","19:03:39","2026-02-03","3110","1070","3","4931202986","","","3100157","","","0","","0","1378273764",
"31_000018867","INSERTO SOMX 070305-DT IC808","","2026-02-03","-4","-201.40","201","310004188","19:03:39","2026-02-03","3110","1070","2","4931202986","","","3100157","","","0","","0","1378273764",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-02-03","-4","-146.88","201","310004188","19:03:39","2026-02-03","3110","1070","1","4931202986","","","3100157","","","0","","0","1378273764",
"31_000028718","BRUNIDOR 3,5x8,65x30 MS025 S AB N60202","","2026-02-24","-4","-333.92","201","310004188","19:03:23","2026-02-24","3110","1070","1","4932421755","","","3100137","","","0","","0","1395434912",
"31_000006112","INSERTO PENTA 24N247 JO20 IC908","","2026-02-10","-6","-888.60","201","310004188","19:03:22","2026-02-10","3110","1070","1","4931633687","","","3100157","","","0","","0","1382927719",
"31_000012717","INSERTO TCMT 110204-SM IC908","","2026-02-10","-4","-87.88","201","310004188","19:03:22","2026-02-10","3110","1070","2","4931633687","","","3100157","","","0","","0","1382927719",
"31_000019498","INSERTO SOMX 060304-DT IC908","","2026-02-10","-4","-171.96","201","310004188","19:03:22","2026-02-10","3110","1070","3","4931633687","","","3100157","","","0","","0","1382927719",
"31_000006112","INSERTO PENTA 24N247 JO20 IC908","","2026-01-07","-2","-296.20","201","310004188","19:02:55","2026-01-07","3110","1070","2","4929592142","","","3100157","","","0","","0","1360338610",
"31_000012717","INSERTO TCMT 110204-SM IC908","","2026-01-07","-2","-43.94","201","310004188","19:02:55","2026-01-07","3110","1070","3","4929592142","","","3100157","","","0","","0","1360338610",
"31_000018867","INSERTO SOMX 070305-DT IC808","","2026-01-07","-2","-100.70","201","310004188","19:02:55","2026-01-07","3110","1070","4","4929592142","","","3100157","","","0","","0","1360338610",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-01-07","-6","-220.32","201","310004188","19:02:55","2026-01-07","3110","1070","1","4929592142","","","3100157","","","0","","0","1360338610",
"31_000024583","BROCA ESC. MD D4,20x14,9xD5 88424001-T3","","2026-01-30","-2","-253.22","201","310004188","19:02:52","2026-01-30","3110","1070","1","4930992718","","","3100126","","","0","","0","1375127900",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-01-13","-6","-220.32","201","310004188","19:02:40","2026-01-13","3110","1070","1","4929918012","","","3100157","","","0","","0","1363651418",
"31_000009799","INSERTO TNMG 160412-GH MC5125","","2026-02-02","-1","-13.80","201","310004188","19:02:33","2026-02-02","3110","1070","2","4931127958","","","3100129","","","0","","0","1377420093",
"31_000013245","INSERTO TNMG 160408 SA UE6105","","2026-02-17","-7","-101.99","201","310004188","19:02:25","2026-02-17","3110","1070","2","4932025163","","","3100133","","","0","","0","1389153086",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-02-17","-4","-58.12","201","310004188","19:02:25","2026-02-17","3110","1070","1","4932025163","","","3100133","","","0","","0","1389153086",
"31_000029022","BRUNIDOR 4,3X2,5X28,5 Ø10mm N60202","","2026-01-22","-6","-360.30","201","310004188","19:02:10","2026-01-22","3110","1070","1","4930461603","","","3100132","","","0","","0","1369586797",
"31_000006146","FRESA FTR MD3C Ø6x20xD6x60L XTR 21260600","","2026-02-16","-1","-99.25","201","310004188","19:02:09","2026-02-16","3110","1070","1","4931968254","","","3100471","","","0","","0","1387633893",
"31_000000346","DISCO DE CORTE 230X2X32MM SK6AA","","2026-02-23","-35","-508.90","201","310004188","19:02:01","2026-02-23","3110","1070","5","4932349260","","","3100438","","","0","","0","1393224242",
"31_000000502","LIXA DISCO DIAM.200MM G-220 PAC C/10UN","","2026-02-23","-2","-51.52","201","310004188","19:02:01","2026-02-23","3110","1070","1","4932349260","","","3100438","","","0","","0","1393224242",
"31_000000503","LIXA DISCO DIAM.200MM G-320 PAC. C/10UN","","2026-02-23","-2","-35.32","201","310004188","19:02:01","2026-02-23","3110","1070","2","4932349260","","","3100438","","","0","","0","1393224242",
"31_000000504","LIXA DISCO DIAM.200MM G-400 PAC. C/10UN","","2026-02-23","-2","-35.28","201","310004188","19:02:01","2026-02-23","3110","1070","3","4932349260","","","3100438","","","0","","0","1393224242",
"31_000000505","LIXA DISCO DIAM.200MM G-600 PAC. C/10UN","","2026-02-23","-2","-40.54","201","310004188","19:02:01","2026-02-23","3110","1070","4","4932349260","","","3100438","","","0","","0","1393224242",
"31_000006112","INSERTO PENTA 24N247 JO20 IC908","","2026-01-13","-8","-1184.80","201","310004188","19:02:00","2026-01-13","3110","1070","1","4929917972","","","3100157","","","0","","0","1363585723",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-27","-5","-77.60","201","310004188","19:01:18","2026-01-27","3110","1070","1","4930720869","","","3100131","","","0","","0","1372716930",
"31_000028142","INSERTO CCMT 09T304-LS MP 9015","","2026-01-27","-5","-60.40","201","310004188","19:01:18","2026-01-27","3110","1070","2","4930720869","","","3100131","","","0","","0","1372716930",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-27","-5","-96.40","201","310004188","19:01:18","2026-01-27","3110","1070","3","4930720869","","","3100131","","","0","","0","1372716930",
"31_000029073","INSERTO GY2M0600J080N-MS VP20RT","","2026-01-27","-5","-260.90","201","310004188","19:01:18","2026-01-27","3110","1070","4","4930720869","","","3100131","","","0","","0","1372716930",
"31_000025541-R","BROCA MD Ø 14,1X65XD14 (25541-AFIADA)","","2026-02-07","-3","0","201","310004565","19:00:46","2026-02-07","3110","1070","1","4931468701","","","3100113","","","0","","0","0",
"31_000000502","LIXA DISCO DIAM.200MM G-220 PAC C/10UN","","2026-02-05","-1","-25.76","201","310004188","19:00:38","2026-02-05","3110","1070","3","4931356836","","","3100438","","","0","","0","1379637103",
"31_000000503","LIXA DISCO DIAM.200MM G-320 PAC. C/10UN","","2026-02-05","-1","-17.66","201","310004188","19:00:38","2026-02-05","3110","1070","4","4931356836","","","3100438","","","0","","0","1379637103",
"31_000000504","LIXA DISCO DIAM.200MM G-400 PAC. C/10UN","","2026-02-05","-1","-17.64","201","310004188","19:00:38","2026-02-05","3110","1070","5","4931356836","","","3100438","","","0","","0","1379637103",
"31_000000505","LIXA DISCO DIAM.200MM G-600 PAC. C/10UN","","2026-02-05","-1","-20.27","201","310004188","19:00:38","2026-02-05","3110","1070","6","4931356836","","","3100438","","","0","","0","1379637103",
"31_000028718","BRUNIDOR 3,5x8,65x30 MS025 S AB N60202","","2026-01-26","-8","-667.84","201","310004188","19:00:34","2026-01-26","3110","1070","2","4930647333","","","3100157","","","0","","0","1371617520",
"31_000024806","INSERTO DCMT 11T308-HQ PV 720","","2026-01-29","-3","-83.97","201","310004188","19:00:13","2026-01-29","3110","1070","2","4930865682","","","3100148","","","0","","0","1374595307",
"31_000027015","INSERTO DNMG 150412-KH CA320","","2026-01-29","-3","-74.73","201","310004188","19:00:13","2026-01-29","3110","1070","1","4930865682","","","3100148","","","0","","0","1374595307",
"31_000021024-R","INSERTO TNGX 11030 CBN060 (21024-AFIADA)","","2026-02-25","-7","0","201","310004188","18:59:12","2026-02-25","3110","1070","1","4932497820","","","3100133","","","0","","0","1396251437",
"31_000029089","INSERTO VCMT 160408N-SU-AC6020M","","2026-01-06","-8","-210.96","201","310004188","18:59:07","2026-01-06","3110","1070","1","4929521327","","","3100173","","","0","","0","1359826806",
"31_000013245","INSERTO TNMG 160408 SA UE6105","","2026-01-21","-5","-72.85","201","310004188","18:59:03","2026-01-21","3110","1070","1","4930388675","","","3100133","","","0","","0","1368827362",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-01-21","-5","-72.65","201","310004188","18:59:03","2026-01-21","3110","1070","2","4930388675","","","3100133","","","0","","0","1368827362",
"31_000025808","INSERTO WNMG 06T304-MS US7020","","2026-02-02","-1","-10.51","201","310004188","18:58:52","2026-02-02","3110","1070","1","4931127634","","","3100129","","","0","","0","1377420090",
"31_000026158","INSERTO CCMT 060204 WP PV720","","2026-02-02","-1","-16.92","201","310004188","18:58:52","2026-02-02","3110","1070","2","4931127634","","","3100129","","","0","","0","1377420090",
"31_000000308","BROCA CENTRO AR 3,15X8,0 D-333A TWILL","","2026-01-28","-1","-47.95","201","310004188","18:58:49","2026-01-28","3110","1070","1","4930794361","","","3100471","","","0","","0","1373639992",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-02-23","-6","-93.12","201","310004188","18:58:47","2026-02-23","3110","1070","2","4932349041","","","3100131","","","0","","0","1393982828",
"31_000023720","INSERTO GY2M0400G040N-MM VP20RT","","2026-02-23","-8","-291.84","201","310004188","18:58:47","2026-02-23","3110","1070","3","4932349041","","","3100131","","","0","","0","1393982828",
"31_000023789","INSERTO GY2M0400G080N-MM VP20RT","","2026-02-23","-2","-73.44","201","310004188","18:58:47","2026-02-23","3110","1070","4","4932349041","","","3100131","","","0","","0","1393982828",
"31_000028142","INSERTO CCMT 09T304-LS MP 9015","","2026-02-23","-2","-24.16","201","310004188","18:58:47","2026-02-23","3110","1070","1","4932349041","","","3100131","","","0","","0","1393982828",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-02-23","-8","-154.24","201","310004188","18:58:47","2026-02-23","3110","1070","5","4932349041","","","3100131","","","0","","0","1393982828",
"31_000029073","INSERTO GY2M0600J080N-MS VP20RT","","2026-02-23","-1","-52.18","201","310004188","18:58:47","2026-02-23","3110","1070","6","4932349041","","","3100131","","","0","","0","1393982828",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-12","-2","-31.04","201","310004188","18:58:26","2026-01-12","3110","1070","3","4929846369","","","3100131","","","0","","0","1362761380",
"31_000028142","INSERTO CCMT 09T304-LS MP 9015","","2026-01-12","-5","-60.40","201","310004188","18:58:26","2026-01-12","3110","1070","1","4929846369","","","3100131","","","0","","0","1362761380",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-12","-4","-77.12","201","310004188","18:58:26","2026-01-12","3110","1070","2","4929846369","","","3100131","","","0","","0","1362761380",
"31_000013246","INSERTO TNMG 160408 MA UE6020","","2026-01-15","-5","-77.60","201","310004188","18:58:23","2026-01-15","3110","1070","1","4930058368","","","3100131","","","0","","0","1364980336",
"31_000028142","INSERTO CCMT 09T304-LS MP 9015","","2026-01-15","-5","-60.40","201","310004188","18:58:23","2026-01-15","3110","1070","2","4930058368","","","3100131","","","0","","0","1364980336",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-15","-5","-96.40","201","310004188","18:58:23","2026-01-15","3110","1070","3","4930058368","","","3100131","","","0","","0","1364980336",
"31_000029073","INSERTO GY2M0600J080N-MS VP20RT","","2026-01-15","-5","-260.90","201","310004188","18:58:23","2026-01-15","3110","1070","4","4930058368","","","3100131","","","0","","0","1364980336",
"31_000028277","LOGOTIPO MUSASHI 2H24/32/54/73320","","2026-01-27","-1","-390.64","201","310004188","18:57:50","2026-01-27","3110","1070","1","4930720707","","","3100118","","","0","","0","1372729211",
"31_000028820","LOGOTIPO DIVERSO-FI-263-CT","","2026-01-27","-1","-416.63","201","310004188","18:57:50","2026-01-27","3110","1070","2","4930720707","","","3100118","","","0","","0","1372729211",
"31_000025541-R","BROCA MD Ø 14,1X65XD14 (25541-AFIADA)","","2026-02-11","-2","0","201","310004188","18:57:34","2026-02-11","3110","1070","1","4931708413","","","3100113","","","0","","0","0",
"31_000009799","INSERTO TNMG 160412-GH MC5125","","2026-02-13","-7","-96.60","201","310004188","18:57:33","2026-02-13","3110","1070","2","4931854003","","","3100121","","","0","","0","1386102136",
"31_000025924","INSERTO DNMG 130504 MT TT8125B","","2026-02-13","-7","-265.51","201","310004188","18:57:33","2026-02-13","3110","1070","1","4931854003","","","3100121","","","0","","0","1386102136",
"31_000027792","BROCA CENTRO MD 2C Ø3x7,5xD10x55L S/COB","","2026-02-13","-2","-450.16","201","310004188","18:57:33","2026-02-13","3110","1070","3","4931854003","","","3100121","","","0","","0","1386102136",
"31_000006000","INSERTO DNMG 150604-LP MC6015","","2026-02-10","-2","-57.42","201","310004188","18:57:30","2026-02-10","3110","1070","3","4931633330","","","3100133","","","0","","0","1382927984",
"31_000008767","INSERTO WNMG 06T308 MP MC6015","","2026-02-10","-2","-21.58","201","310004188","18:57:30","2026-02-10","3110","1070","2","4931633330","","","3100133","","","0","","0","1382927984",
"31_000012246","INSERTO GRIP 5025Y IC908  ISCAR","","2026-02-10","-10","-623.10","201","310004188","18:57:30","2026-02-10","3110","1070","1","4931633330","","","3100133","","","0","","0","1382927984",
"31_000022901","INSERTO TNMG 160412-SA UE6105","","2026-02-10","-4","-58.12","201","310004188","18:57:30","2026-02-10","3110","1070","4","4931633330","","","3100133","","","0","","0","1382927984",
"31_000002967","FRESA TOPO ESP. 7C.8420-CT-37 Ø8xR1","","2026-01-22","-1","-117.34","201","310004188","18:57:26","2026-01-22","3110","1070","1","4930461297","","","3100474","","","0","","0","1369590509",
"31_000027585","FRESA D3XR0.5-L15 VFHVRBD0300R05N015","","2026-01-22","-2","-472.10","201","310004188","18:57:26","2026-01-22","3110","1070","2","4930461297","","","3100474","","","0","","0","1369590509",
"31_000027586","FRESA D2XR0.5-L15 VFHVRBD0200R05N015","","2026-01-22","-1","-261.88","201","310004188","18:57:26","2026-01-22","3110","1070","3","4930461297","","","3100474","","","0","","0","1369590509",
"31_000012811","INSERTO TNMG 160408- TF IC908","","2026-01-08","-8","-186.08","201","310004188","18:57:10","2026-01-08","3110","1070","2","4929662939","","","3100152","","","0","","0","1360963715",
"31_000028816","INSERTO CCMT 060204 SM IC907","","2026-01-08","-8","-163.68","201","310004188","18:57:10","2026-01-08","3110","1070","3","4929662939","","","3100152","","","0","","0","1360963715",
"31_000028905","INSERTO CCMT09T308N SU AC8025P","","2026-01-08","-8","-154.24","201","310004188","18:57:10","2026-01-08","3110","1070","1","4929662939","","","3100152","","","0","","0","1360963713",
"31_000010613","BRUNIDOR SINT ( MS-20 ) 3,5x7,1x29,9x1,5","","2026-01-07","-8","-443.36","201","310004188","18:56:59","2026-01-07","3110","1070","1","4929591776","","","3100162","","","0","","0","1360465496",
"31_000008769","INSERTO VNMG 12T304-NF IC907","","2026-01-06","-2","-76.36","201","310004188","18:56:36","2026-01-06","3110","1070","3","4929521321","","","3100155","","","0","","0","1359942492",
"31_000010759","INSERTO VNMG 12T308-NF IC907","","2026-01-06","-3","-113.13","201","310004188","18:56:36","2026-01-06","3110","1070","4","4929521321","","","3100155","","","0","","0","1359942492",
"31_000013245","INSERTO TNMG 160408 SA UE6105","","2026-01-06","-1","-14.57","201","310004188","18:56:36","2026-01-06","3110","1070","2","4929521321","","","3100155","","","0","","0","1359942492",
